EPotencial:	ECinetica:	ETotal:
-0.161376,	0.081246,	-0.080129
-0.161598,	0.081358,	-0.080240
-0.161821,	0.081471,	-0.080350
-0.162044,	0.081583,	-0.080461
-0.162266,	0.081695,	-0.080571
-0.162489,	0.081807,	-0.080682
-0.162711,	0.081919,	-0.080793
-0.162934,	0.082031,	-0.080903
-0.163157,	0.082143,	-0.081014
-0.163379,	0.082255,	-0.081124
-0.163602,	0.082367,	-0.081235
-0.163824,	0.082479,	-0.081345
-0.164047,	0.082591,	-0.081456
-0.164270,	0.082703,	-0.081566
-0.164492,	0.082815,	-0.081677
-0.164715,	0.082927,	-0.081787
-0.164937,	0.083040,	-0.081898
-0.165160,	0.083152,	-0.082008
-0.165383,	0.083264,	-0.082119
-0.165605,	0.083376,	-0.082229
-0.165828,	0.083488,	-0.082340
-0.166050,	0.083600,	-0.082450
-0.166273,	0.083712,	-0.082561
-0.166496,	0.083824,	-0.082671
-0.166718,	0.083936,	-0.082782
-0.166941,	0.084048,	-0.082892
-0.167163,	0.084160,	-0.083003
-0.167386,	0.084272,	-0.083114
-0.167608,	0.084384,	-0.083224
-0.167831,	0.084497,	-0.083335
-0.168054,	0.084609,	-0.083445
-0.168276,	0.084721,	-0.083556
-0.168499,	0.084833,	-0.083666
-0.168721,	0.084945,	-0.083777
-0.168944,	0.085057,	-0.083887
-0.169167,	0.085169,	-0.083998
-0.169389,	0.085281,	-0.084108
-0.169612,	0.085393,	-0.084219
-0.169834,	0.085505,	-0.084329
-0.170057,	0.085617,	-0.084440
-0.170280,	0.085729,	-0.084550
-0.170502,	0.085841,	-0.084661
-0.170725,	0.085953,	-0.084771
-0.170947,	0.086066,	-0.084882
-0.171170,	0.086178,	-0.084992
-0.171393,	0.086290,	-0.085103
-0.171615,	0.086402,	-0.085213
-0.171838,	0.086514,	-0.085324
-0.172060,	0.086626,	-0.085435
-0.172283,	0.086738,	-0.085545
-0.172506,	0.086850,	-0.085656
-0.172728,	0.086962,	-0.085766
-0.172951,	0.087074,	-0.085877
-0.173173,	0.087186,	-0.085987
-0.173396,	0.087298,	-0.086098
-0.173619,	0.087410,	-0.086208
-0.173841,	0.087522,	-0.086319
-0.174064,	0.087635,	-0.086429
-0.174286,	0.087747,	-0.086540
-0.174509,	0.087859,	-0.086650
-0.174732,	0.087971,	-0.086761
-0.174954,	0.088083,	-0.086871
-0.175177,	0.088195,	-0.086982
-0.175399,	0.088307,	-0.087092
-0.175622,	0.088419,	-0.087203
-0.175845,	0.088531,	-0.087313
-0.176067,	0.088643,	-0.087424
-0.176290,	0.088755,	-0.087534
-0.176512,	0.088867,	-0.087645
-0.176735,	0.088979,	-0.087756
-0.176958,	0.089092,	-0.087866
-0.177180,	0.089204,	-0.087977
-0.177403,	0.089316,	-0.088087
-0.177625,	0.089428,	-0.088198
-0.177848,	0.089540,	-0.088308
-0.178071,	0.089652,	-0.088419
-0.178293,	0.089764,	-0.088529
-0.178516,	0.089876,	-0.088640
-0.178738,	0.089988,	-0.088750
-0.178961,	0.090100,	-0.088861
-0.179184,	0.090212,	-0.088971
-0.179406,	0.090324,	-0.089082
-0.179629,	0.090436,	-0.089192
-0.179851,	0.090548,	-0.089303
-0.180074,	0.090661,	-0.089413
-0.180296,	0.090773,	-0.089524
-0.180519,	0.090885,	-0.089634
-0.180742,	0.090997,	-0.089745
-0.180964,	0.091109,	-0.089855
-0.181187,	0.091221,	-0.089966
-0.181409,	0.091333,	-0.090076
-0.181632,	0.091445,	-0.090187
-0.181855,	0.091557,	-0.090298
-0.182077,	0.091669,	-0.090408
-0.182300,	0.091781,	-0.090519
-0.182522,	0.091893,	-0.090629
-0.182745,	0.092005,	-0.090740
-0.182968,	0.092117,	-0.090850
-0.183190,	0.092230,	-0.090961
-0.183413,	0.092342,	-0.091071
-0.183635,	0.092454,	-0.091182
-0.183858,	0.092566,	-0.091292
-0.184081,	0.092678,	-0.091403
-0.184303,	0.092790,	-0.091513
-0.184526,	0.092902,	-0.091624
-0.184748,	0.093014,	-0.091734
-0.184971,	0.093126,	-0.091845
-0.185194,	0.093238,	-0.091955
-0.185416,	0.093350,	-0.092066
-0.185639,	0.093462,	-0.092176
-0.185861,	0.093574,	-0.092287
-0.186084,	0.093687,	-0.092397
-0.186307,	0.093799,	-0.092508
-0.186529,	0.093911,	-0.092619
-0.186752,	0.094023,	-0.092729
-0.186974,	0.094135,	-0.092840
-0.187197,	0.094247,	-0.092950
-0.187420,	0.094359,	-0.093061
-0.187642,	0.094471,	-0.093171
-0.187865,	0.094583,	-0.093282
-0.188087,	0.094695,	-0.093392
-0.188310,	0.094807,	-0.093503
-0.188533,	0.094919,	-0.093613
-0.188755,	0.095031,	-0.093724
-0.188978,	0.095143,	-0.093834
-0.189200,	0.095256,	-0.093945
-0.189423,	0.095368,	-0.094055
-0.189646,	0.095480,	-0.094166
-0.189868,	0.095592,	-0.094276
-0.190091,	0.095704,	-0.094387
-0.190313,	0.095816,	-0.094497
-0.190536,	0.095928,	-0.094608
-0.190759,	0.096040,	-0.094718
-0.190981,	0.096152,	-0.094829
-0.191204,	0.096264,	-0.094940
-0.191426,	0.096376,	-0.095050
-0.191649,	0.096488,	-0.095161
-0.191871,	0.096600,	-0.095271
-0.192094,	0.096712,	-0.095382
-0.192317,	0.096825,	-0.095492
-0.192539,	0.096937,	-0.095603
-0.192762,	0.097049,	-0.095713
-0.192984,	0.097161,	-0.095824
-0.193207,	0.097273,	-0.095934
-0.193430,	0.097385,	-0.096045
-0.193652,	0.097497,	-0.096155
-0.193875,	0.097609,	-0.096266
-0.194097,	0.097721,	-0.096376
-0.194320,	0.097833,	-0.096487
-0.194543,	0.097945,	-0.096597
-0.194765,	0.098057,	-0.096708
-0.194988,	0.098169,	-0.096818
-0.195210,	0.098281,	-0.096929
-0.195433,	0.098394,	-0.097039
-0.195656,	0.098506,	-0.097150
-0.195878,	0.098618,	-0.097261
-0.196101,	0.098730,	-0.097371
-0.196323,	0.098842,	-0.097482
-0.196546,	0.098954,	-0.097592
-0.196769,	0.099066,	-0.097703
-0.196991,	0.099178,	-0.097813
-0.197214,	0.099290,	-0.097924
-0.197436,	0.099402,	-0.098034
-0.197659,	0.099514,	-0.098145
-0.197882,	0.099626,	-0.098255
-0.198104,	0.099738,	-0.098366
-0.198327,	0.099850,	-0.098476
-0.198549,	0.099963,	-0.098587
-0.198772,	0.100075,	-0.098697
-0.198995,	0.100187,	-0.098808
-0.199217,	0.100299,	-0.098918
-0.199440,	0.100411,	-0.099029
-0.199662,	0.100523,	-0.099139
-0.199885,	0.100635,	-0.099250
-0.200107,	0.100747,	-0.099360
-0.200330,	0.100859,	-0.099471
-0.200553,	0.100971,	-0.099582
-0.200775,	0.101083,	-0.099692
-0.200998,	0.101195,	-0.099803
-0.201220,	0.101307,	-0.099913
-0.201443,	0.101419,	-0.100024
-0.201666,	0.101532,	-0.100134
-0.201888,	0.101644,	-0.100245
-0.202111,	0.101756,	-0.100355
-0.202333,	0.101868,	-0.100466
-0.202556,	0.101980,	-0.100576
-0.202779,	0.102092,	-0.100687
-0.203001,	0.102204,	-0.100797
-0.203224,	0.102316,	-0.100908
-0.203446,	0.102428,	-0.101018
-0.203669,	0.102540,	-0.101129
-0.203892,	0.102652,	-0.101239
-0.204114,	0.102764,	-0.101350
-0.204337,	0.102876,	-0.101460
-0.204559,	0.102988,	-0.101571
-0.204782,	0.103101,	-0.101681
-0.205005,	0.103213,	-0.101792
-0.205227,	0.103325,	-0.101902
-0.205450,	0.103437,	-0.102013
-0.205672,	0.103549,	-0.102124
-0.205895,	0.103661,	-0.102234
-0.206118,	0.103773,	-0.102345
-0.206340,	0.103885,	-0.102455
-0.206563,	0.103997,	-0.102566
-0.206785,	0.104109,	-0.102676
-0.207008,	0.104221,	-0.102787
-0.207231,	0.104333,	-0.102897
-0.207453,	0.104445,	-0.103008
-0.207676,	0.104557,	-0.103118
-0.207898,	0.104670,	-0.103229
-0.208121,	0.104782,	-0.103339
-0.208343,	0.104894,	-0.103450
-0.208566,	0.105006,	-0.103560
-0.208789,	0.105118,	-0.103671
-0.209011,	0.105230,	-0.103781
-0.209234,	0.105342,	-0.103892
-0.209456,	0.105454,	-0.104002
-0.209679,	0.105566,	-0.104113
-0.209902,	0.105678,	-0.104223
-0.210124,	0.105790,	-0.104334
-0.210347,	0.105902,	-0.104445
-0.210569,	0.106014,	-0.104555
-0.210792,	0.106126,	-0.104666
-0.211015,	0.106238,	-0.104776
-0.211237,	0.106351,	-0.104887
-0.211460,	0.106463,	-0.104997
-0.211682,	0.106575,	-0.105108
-0.211905,	0.106687,	-0.105218
-0.212128,	0.106799,	-0.105329
-0.212350,	0.106911,	-0.105439
-0.212573,	0.107023,	-0.105550
-0.212795,	0.107135,	-0.105660
-0.213018,	0.107247,	-0.105771
-0.213241,	0.107359,	-0.105881
-0.213463,	0.107471,	-0.105992
-0.213686,	0.107583,	-0.106102
-0.213908,	0.107695,	-0.106213
-0.214131,	0.107807,	-0.106323
-0.214353,	0.107920,	-0.106434
-0.214576,	0.108032,	-0.106544
-0.214799,	0.108144,	-0.106655
-0.215021,	0.108256,	-0.106766
-0.215244,	0.108368,	-0.106876
-0.215466,	0.108480,	-0.106987
-0.215689,	0.108592,	-0.107097
-0.215912,	0.108704,	-0.107208
-0.216134,	0.108816,	-0.107318
-0.216357,	0.108928,	-0.107429
-0.216579,	0.109040,	-0.107539
-0.216802,	0.109152,	-0.107650
-0.217025,	0.109264,	-0.107760
-0.217247,	0.109376,	-0.107871
-0.217470,	0.109489,	-0.107981
-0.217692,	0.109601,	-0.108092
-0.217915,	0.109713,	-0.108202
-0.218138,	0.109825,	-0.108313
-0.218360,	0.109937,	-0.108423
-0.218583,	0.110049,	-0.108534
-0.218805,	0.110161,	-0.108644
-0.219028,	0.110273,	-0.108755
-0.219251,	0.110385,	-0.108865
-0.219473,	0.110497,	-0.108976
-0.219696,	0.110609,	-0.109087
-0.219918,	0.110721,	-0.109197
-0.220141,	0.110833,	-0.109308
-0.220363,	0.110945,	-0.109418
-0.220586,	0.111057,	-0.109529
-0.220809,	0.111170,	-0.109639
-0.221031,	0.111282,	-0.109750
-0.221254,	0.111394,	-0.109860
-0.221476,	0.111506,	-0.109971
-0.221699,	0.111618,	-0.110081
-0.221922,	0.111730,	-0.110192
-0.222144,	0.111842,	-0.110302
-0.222367,	0.111954,	-0.110413
-0.222589,	0.112066,	-0.110523
-0.222812,	0.112178,	-0.110634
-0.223035,	0.112290,	-0.110744
-0.223257,	0.112402,	-0.110855
-0.223480,	0.112514,	-0.110965
-0.223702,	0.112626,	-0.111076
-0.223925,	0.112738,	-0.111186
-0.224148,	0.112851,	-0.111297
-0.224370,	0.112963,	-0.111407
-0.224593,	0.113075,	-0.111518
-0.224815,	0.113187,	-0.111629
-0.225038,	0.113299,	-0.111739
-0.225260,	0.113411,	-0.111850
-0.225483,	0.113523,	-0.111960
-0.225706,	0.113635,	-0.112071
-0.225928,	0.113747,	-0.112181
-0.226151,	0.113859,	-0.112292
-0.226373,	0.113971,	-0.112402
-0.226596,	0.114083,	-0.112513
-0.226819,	0.114195,	-0.112623
-0.227041,	0.114307,	-0.112734
-0.227264,	0.114419,	-0.112844
-0.227486,	0.114532,	-0.112955
-0.227709,	0.114644,	-0.113065
-0.227932,	0.114756,	-0.113176
-0.228154,	0.114868,	-0.113286
-0.228377,	0.114980,	-0.113397
-0.228599,	0.115092,	-0.113507
-0.228822,	0.115204,	-0.113618
-0.229045,	0.115316,	-0.113728
-0.229267,	0.115428,	-0.113839
-0.229490,	0.115540,	-0.113950
-0.229712,	0.115652,	-0.114060
-0.229935,	0.115764,	-0.114171
-0.230157,	0.115876,	-0.114281
-0.230380,	0.115988,	-0.114392
-0.230603,	0.116101,	-0.114502
-0.230825,	0.116213,	-0.114613
-0.231048,	0.116325,	-0.114723
-0.231270,	0.116437,	-0.114834
-0.231493,	0.116549,	-0.114944
-0.231716,	0.116661,	-0.115055
-0.231938,	0.116773,	-0.115165
-0.232161,	0.116885,	-0.115276
-0.232383,	0.116997,	-0.115386
-0.232606,	0.117109,	-0.115497
-0.232829,	0.117221,	-0.115607
-0.233051,	0.117333,	-0.115718
-0.233274,	0.117445,	-0.115828
-0.233496,	0.117557,	-0.115939
-0.233719,	0.117669,	-0.116049
-0.233941,	0.117781,	-0.116160
-0.234164,	0.117894,	-0.116271
-0.234387,	0.118006,	-0.116381
-0.234609,	0.118118,	-0.116492
-0.234832,	0.118230,	-0.116602
-0.235054,	0.118342,	-0.116713
-0.235277,	0.118454,	-0.116823
-0.235500,	0.118566,	-0.116934
-0.235722,	0.118678,	-0.117044
-0.235945,	0.118790,	-0.117155
-0.236167,	0.118902,	-0.117265
-0.236390,	0.119014,	-0.117376
-0.236613,	0.119126,	-0.117486
-0.236835,	0.119238,	-0.117597
-0.237058,	0.119350,	-0.117707
-0.237280,	0.119462,	-0.117818
-0.237503,	0.119575,	-0.117928
-0.237726,	0.119687,	-0.118039
-0.237948,	0.119799,	-0.118149
-0.238171,	0.119911,	-0.118260
-0.238393,	0.120023,	-0.118370
-0.238616,	0.120135,	-0.118481
-0.238838,	0.120247,	-0.118592
-0.239061,	0.120359,	-0.118702
-0.239284,	0.120471,	-0.118813
-0.239506,	0.120583,	-0.118923
-0.239729,	0.120695,	-0.119034
-0.239951,	0.120807,	-0.119144
-0.240174,	0.120919,	-0.119255
-0.240397,	0.121031,	-0.119365
-0.240619,	0.121143,	-0.119476
-0.240842,	0.121256,	-0.119586
-0.241064,	0.121368,	-0.119697
-0.241287,	0.121480,	-0.119807
-0.241510,	0.121592,	-0.119918
-0.241732,	0.121704,	-0.120028
-0.241955,	0.121816,	-0.120139
-0.242177,	0.121928,	-0.120249
-0.242400,	0.122040,	-0.120360
-0.242622,	0.122152,	-0.120470
-0.242845,	0.122264,	-0.120581
-0.243068,	0.122376,	-0.120691
-0.243290,	0.122488,	-0.120802
-0.243513,	0.122600,	-0.120913
-0.243735,	0.122712,	-0.121023
-0.243958,	0.122824,	-0.121134
-0.244181,	0.122936,	-0.121244
-0.244403,	0.123049,	-0.121355
-0.244626,	0.123161,	-0.121465
-0.244848,	0.123273,	-0.121576
-0.245071,	0.123385,	-0.121686
-0.245294,	0.123497,	-0.121797
-0.245516,	0.123609,	-0.121907
-0.245739,	0.123721,	-0.122018
-0.245961,	0.123833,	-0.122128
-0.246184,	0.123945,	-0.122239
-0.246406,	0.124057,	-0.122349
-0.246629,	0.124169,	-0.122460
-0.246852,	0.124281,	-0.122570
-0.247074,	0.124393,	-0.122681
-0.247297,	0.124505,	-0.122791
-0.247519,	0.124617,	-0.122902
-0.247742,	0.124730,	-0.123012
-0.247965,	0.124842,	-0.123123
-0.248187,	0.124954,	-0.123233
-0.248410,	0.125066,	-0.123344
-0.248632,	0.125178,	-0.123455
-0.248855,	0.125290,	-0.123565
-0.249077,	0.125402,	-0.123676
-0.249300,	0.125514,	-0.123786
-0.249523,	0.125626,	-0.123897
-0.249745,	0.125738,	-0.124007
-0.249968,	0.125850,	-0.124118
-0.250190,	0.125962,	-0.124228
-0.250413,	0.126074,	-0.124339
-0.250636,	0.126186,	-0.124449
-0.250858,	0.126298,	-0.124560
-0.251081,	0.126410,	-0.124670
-0.251303,	0.126523,	-0.124781
-0.251526,	0.126635,	-0.124891
-0.251749,	0.126747,	-0.125002
-0.251971,	0.126859,	-0.125112
-0.252194,	0.126971,	-0.125223
-0.252416,	0.127083,	-0.125333
-0.252639,	0.127195,	-0.125444
-0.252861,	0.127307,	-0.125554
-0.253084,	0.127419,	-0.125665
-0.253307,	0.127531,	-0.125776
-0.253529,	0.127643,	-0.125886
-0.253752,	0.127755,	-0.125997
-0.253974,	0.127867,	-0.126107
-0.254197,	0.127979,	-0.126218
-0.254420,	0.128091,	-0.126328
-0.254642,	0.128203,	-0.126439
-0.254865,	0.128316,	-0.126549
-0.255087,	0.128428,	-0.126660
-0.255310,	0.128540,	-0.126770
-0.255532,	0.128652,	-0.126881
-0.255755,	0.128764,	-0.126991
-0.255978,	0.128876,	-0.127102
-0.256200,	0.128988,	-0.127212
-0.256423,	0.129100,	-0.127323
-0.256645,	0.129212,	-0.127433
-0.256868,	0.129324,	-0.127544
-0.257091,	0.129436,	-0.127654
-0.257313,	0.129548,	-0.127765
-0.257536,	0.129660,	-0.127875
-0.257758,	0.129772,	-0.127986
-0.257981,	0.129884,	-0.128097
-0.258204,	0.129996,	-0.128207
-0.258426,	0.130109,	-0.128318
-0.258649,	0.130221,	-0.128428
-0.258871,	0.130333,	-0.128539
-0.259094,	0.130445,	-0.128649
-0.259316,	0.130557,	-0.128760
-0.259539,	0.130669,	-0.128870
-0.259762,	0.130781,	-0.128981
-0.259984,	0.130893,	-0.129091
-0.260207,	0.131005,	-0.129202
-0.260429,	0.131117,	-0.129312
-0.260652,	0.131229,	-0.129423
-0.260875,	0.131341,	-0.129533
-0.261097,	0.131453,	-0.129644
-0.261320,	0.131565,	-0.129754
-0.261542,	0.131677,	-0.129865
-0.261765,	0.131789,	-0.129975
-0.261987,	0.131902,	-0.130086
-0.262210,	0.132014,	-0.130196
-0.262433,	0.132126,	-0.130307
-0.262655,	0.132238,	-0.130418
-0.262878,	0.132350,	-0.130528
-0.263100,	0.132462,	-0.130639
-0.263323,	0.132574,	-0.130749
-0.263546,	0.132686,	-0.130860
-0.263768,	0.132798,	-0.130970
-0.263991,	0.132910,	-0.131081
-0.264213,	0.133022,	-0.131191
-0.264436,	0.133134,	-0.131302
-0.264658,	0.133246,	-0.131412
-0.264881,	0.133358,	-0.131523
-0.265104,	0.133470,	-0.131633
-0.265326,	0.133582,	-0.131744
-0.265549,	0.133694,	-0.131854
-0.265771,	0.133807,	-0.131965
-0.265994,	0.133919,	-0.132075
-0.266217,	0.134031,	-0.132186
-0.266439,	0.134143,	-0.132296
-0.266662,	0.134255,	-0.132407
-0.266884,	0.134367,	-0.132517
-0.267107,	0.134479,	-0.132628
-0.267329,	0.134591,	-0.132738
-0.267552,	0.134703,	-0.132849
-0.267775,	0.134815,	-0.132960
-0.267997,	0.134927,	-0.133070
-0.268220,	0.135039,	-0.133181
-0.268442,	0.135151,	-0.133291
-0.268665,	0.135263,	-0.133402
-0.268888,	0.135375,	-0.133512
-0.269110,	0.135487,	-0.133623
-0.269333,	0.135600,	-0.133733
-0.269555,	0.135712,	-0.133844
-0.269778,	0.135824,	-0.133954
-0.270000,	0.135936,	-0.134065
-0.270223,	0.136048,	-0.134175
-0.270446,	0.136160,	-0.134286
-0.270668,	0.136272,	-0.134396
-0.270891,	0.136384,	-0.134507
-0.271113,	0.136496,	-0.134617
-0.271336,	0.136608,	-0.134728
-0.271559,	0.136720,	-0.134838
-0.271781,	0.136832,	-0.134949
-0.272004,	0.136944,	-0.135059
-0.272226,	0.137056,	-0.135170
-0.272449,	0.137168,	-0.135281
-0.272671,	0.137280,	-0.135391
-0.272894,	0.137392,	-0.135502
-0.273117,	0.137505,	-0.135612
-0.273339,	0.137617,	-0.135723
-0.273562,	0.137729,	-0.135833
-0.273784,	0.137841,	-0.135944
-0.274007,	0.137953,	-0.136054
-0.274230,	0.138065,	-0.136165
-0.274452,	0.138177,	-0.136275
-0.274675,	0.138289,	-0.136386
-0.274897,	0.138401,	-0.136496
-0.275120,	0.138513,	-0.136607
-0.275342,	0.138625,	-0.136717
-0.275565,	0.138737,	-0.136828
-0.275788,	0.138849,	-0.136938
-0.276010,	0.138961,	-0.137049
-0.276233,	0.139073,	-0.137159
-0.276455,	0.139185,	-0.137270
-0.276678,	0.139297,	-0.137380
-0.276901,	0.139410,	-0.137491
-0.277123,	0.139522,	-0.137602
-0.277346,	0.139634,	-0.137712
-0.277568,	0.139746,	-0.137823
-0.277791,	0.139858,	-0.137933
-0.278013,	0.139970,	-0.138044
-0.278236,	0.140082,	-0.138154
-0.278459,	0.140194,	-0.138265
-0.278681,	0.140306,	-0.138375
-0.278904,	0.140418,	-0.138486
-0.279126,	0.140530,	-0.138596
-0.279349,	0.140642,	-0.138707
-0.279572,	0.140754,	-0.138817
-0.279794,	0.140866,	-0.138928
-0.280017,	0.140978,	-0.139038
-0.280239,	0.141090,	-0.139149
-0.280462,	0.141202,	-0.139259
-0.280684,	0.141315,	-0.139370
-0.280907,	0.141427,	-0.139480
-0.281130,	0.141539,	-0.139591
-0.281352,	0.141651,	-0.139701
-0.281575,	0.141763,	-0.139812
-0.281797,	0.141875,	-0.139923
-0.282020,	0.141987,	-0.140033
-0.282242,	0.142099,	-0.140144
-0.282465,	0.142211,	-0.140254
-0.282688,	0.142323,	-0.140365
-0.282910,	0.142435,	-0.140475
-0.283133,	0.142547,	-0.140586
-0.283355,	0.142659,	-0.140696
-0.283578,	0.142771,	-0.140807
-0.283801,	0.142883,	-0.140917
-0.284023,	0.142995,	-0.141028
-0.284246,	0.143107,	-0.141138
-0.284468,	0.143220,	-0.141249
-0.284691,	0.143332,	-0.141359
-0.284913,	0.143444,	-0.141470
-0.285136,	0.143556,	-0.141580
-0.285359,	0.143668,	-0.141691
-0.285581,	0.143780,	-0.141801
-0.285804,	0.143892,	-0.141912
-0.286026,	0.144004,	-0.142022
-0.286249,	0.144116,	-0.142133
-0.286472,	0.144228,	-0.142244
-0.286694,	0.144340,	-0.142354
-0.286917,	0.144452,	-0.142465
-0.287139,	0.144564,	-0.142575
-0.287362,	0.144676,	-0.142686
-0.287584,	0.144788,	-0.142796
-0.287807,	0.144900,	-0.142907
-0.288030,	0.145012,	-0.143017
-0.288252,	0.145124,	-0.143128
-0.288475,	0.145237,	-0.143238
-0.288697,	0.145349,	-0.143349
-0.288920,	0.145461,	-0.143459
-0.289142,	0.145573,	-0.143570
-0.289365,	0.145685,	-0.143680
-0.289588,	0.145797,	-0.143791
-0.289810,	0.145909,	-0.143901
-0.290033,	0.146021,	-0.144012
-0.290255,	0.146133,	-0.144122
-0.290478,	0.146245,	-0.144233
-0.290701,	0.146357,	-0.144343
-0.290923,	0.146469,	-0.144454
-0.291146,	0.146581,	-0.144564
-0.291368,	0.146693,	-0.144675
-0.291591,	0.146805,	-0.144786
-0.291813,	0.146917,	-0.144896
-0.292036,	0.147029,	-0.145007
-0.292259,	0.147142,	-0.145117
-0.292481,	0.147254,	-0.145228
-0.292704,	0.147366,	-0.145338
-0.292926,	0.147478,	-0.145449
-0.293149,	0.147590,	-0.145559
-0.293372,	0.147702,	-0.145670
-0.293594,	0.147814,	-0.145780
-0.293817,	0.147926,	-0.145891
-0.294039,	0.148038,	-0.146001
-0.294262,	0.148150,	-0.146112
-0.294484,	0.148262,	-0.146222
-0.294707,	0.148374,	-0.146333
-0.294930,	0.148486,	-0.146443
-0.295152,	0.148598,	-0.146554
-0.295375,	0.148710,	-0.146664
-0.295597,	0.148822,	-0.146775
-0.295820,	0.148934,	-0.146885
-0.296042,	0.149046,	-0.146996
-0.296265,	0.149159,	-0.147107
-0.296488,	0.149271,	-0.147217
-0.296710,	0.149383,	-0.147328
-0.296933,	0.149495,	-0.147438
-0.297155,	0.149607,	-0.147549
-0.297378,	0.149719,	-0.147659
-0.297601,	0.149831,	-0.147770
-0.297823,	0.149943,	-0.147880
-0.298046,	0.150055,	-0.147991
-0.298268,	0.150167,	-0.148101
-0.298491,	0.150279,	-0.148212
-0.298713,	0.150391,	-0.148322
-0.298936,	0.150503,	-0.148433
-0.299159,	0.150615,	-0.148543
-0.299381,	0.150727,	-0.148654
-0.299604,	0.150839,	-0.148764
-0.299826,	0.150951,	-0.148875
-0.300049,	0.151063,	-0.148985
-0.300271,	0.151176,	-0.149096
-0.300494,	0.151288,	-0.149206
-0.300717,	0.151400,	-0.149317
-0.300939,	0.151512,	-0.149428
-0.301162,	0.151624,	-0.149538
-0.301384,	0.151736,	-0.149649
-0.301607,	0.151848,	-0.149759
-0.301830,	0.151960,	-0.149870
-0.302052,	0.152072,	-0.149980
-0.302275,	0.152184,	-0.150091
-0.302497,	0.152296,	-0.150201
-0.302720,	0.152408,	-0.150312
-0.302942,	0.152520,	-0.150422
-0.303165,	0.152632,	-0.150533
-0.303388,	0.152744,	-0.150643
-0.303610,	0.152856,	-0.150754
-0.303833,	0.152968,	-0.150864
-0.304055,	0.153080,	-0.150975
-0.304278,	0.153193,	-0.151085
-0.304500,	0.153305,	-0.151196
-0.304723,	0.153417,	-0.151306
-0.304946,	0.153529,	-0.151417
-0.305168,	0.153641,	-0.151527
-0.305391,	0.153753,	-0.151638
-0.305613,	0.153865,	-0.151749
-0.305836,	0.153977,	-0.151859
-0.306059,	0.154089,	-0.151970
-0.306281,	0.154201,	-0.152080
-0.306504,	0.154313,	-0.152191
-0.306726,	0.154425,	-0.152301
-0.306949,	0.154537,	-0.152412
-0.307171,	0.154649,	-0.152522
-0.307394,	0.154761,	-0.152633
-0.307617,	0.154873,	-0.152743
-0.307839,	0.154985,	-0.152854
-0.308062,	0.155097,	-0.152964
-0.308284,	0.155210,	-0.153075
-0.308507,	0.155322,	-0.153185
-0.308729,	0.155434,	-0.153296
-0.308952,	0.155546,	-0.153406
-0.309175,	0.155658,	-0.153517
-0.309397,	0.155770,	-0.153627
-0.309620,	0.155882,	-0.153738
-0.309842,	0.155994,	-0.153848
-0.310065,	0.156106,	-0.153959
-0.310288,	0.156218,	-0.154069
-0.310510,	0.156330,	-0.154180
-0.310733,	0.156442,	-0.154291
-0.310955,	0.156554,	-0.154401
-0.311178,	0.156666,	-0.154512
-0.311400,	0.156778,	-0.154622
-0.311623,	0.156890,	-0.154733
-0.311846,	0.157002,	-0.154843
-0.312068,	0.157114,	-0.154954
-0.312291,	0.157227,	-0.155064
-0.312513,	0.157339,	-0.155175
-0.312736,	0.157451,	-0.155285
-0.312958,	0.157563,	-0.155396
-0.313181,	0.157675,	-0.155506
-0.313404,	0.157787,	-0.155617
-0.313626,	0.157899,	-0.155727
-0.313849,	0.158011,	-0.155838
-0.314071,	0.158123,	-0.155948
-0.314294,	0.158235,	-0.156059
-0.314516,	0.158347,	-0.156169
-0.314739,	0.158459,	-0.156280
-0.314962,	0.158571,	-0.156390
-0.315184,	0.158683,	-0.156501
-0.315407,	0.158795,	-0.156612
-0.315629,	0.158907,	-0.156722
-0.315852,	0.159019,	-0.156833
-0.316075,	0.159131,	-0.156943
-0.316297,	0.159243,	-0.157054
-0.316520,	0.159356,	-0.157164
-0.316742,	0.159468,	-0.157275
-0.316965,	0.159580,	-0.157385
-0.317187,	0.159692,	-0.157496
-0.317410,	0.159804,	-0.157606
-0.317633,	0.159916,	-0.157717
-0.317855,	0.160028,	-0.157827
-0.318078,	0.160140,	-0.157938
-0.318300,	0.160252,	-0.158048
-0.318523,	0.160364,	-0.158159
-0.318745,	0.160476,	-0.158269
-0.318968,	0.160588,	-0.158380
-0.319191,	0.160700,	-0.158490
-0.319413,	0.160812,	-0.158601
-0.319636,	0.160924,	-0.158711
-0.319858,	0.161036,	-0.158822
-0.320081,	0.161148,	-0.158933
-0.320304,	0.161260,	-0.159043
-0.320526,	0.161373,	-0.159154
-0.320749,	0.161485,	-0.159264
-0.320971,	0.161597,	-0.159375
-0.321194,	0.161709,	-0.159485
-0.321416,	0.161821,	-0.159596
-0.321639,	0.161933,	-0.159706
-0.321862,	0.162045,	-0.159817
-0.322084,	0.162157,	-0.159927
-0.322307,	0.162269,	-0.160038
-0.322529,	0.162381,	-0.160148
-0.322752,	0.162493,	-0.160259
-0.322974,	0.162605,	-0.160369
